DATE,PROVINCE,REGION,AGEGROUP,SEX,CASES
2020-04-23,BrabantWallon,Wallonia,90+,M,1
2020-04-23,BrabantWallon,Wallonia,90+,F,2
2020-04-23,Brussels,Brussels,0-9,M,1
2020-04-23,Brussels,Brussels,20-29,M,1
2020-04-23,Brussels,Brussels,20-29,F,7
2020-04-23,Brussels,Brussels,30-39,M,1
2020-04-23,Brussels,Brussels,30-39,F,6
2020-04-23,Brussels,Brussels,40-49,M,1
2020-04-23,Brussels,Brussels,40-49,F,6
2020-04-23,Brussels,Brussels,50-59,M,3
2020-04-23,Brussels,Brussels,60-69,M,3
2020-04-23,Brussels,Brussels,60-69,F,4
2020-04-23,Brussels,Brussels,70-79,M,6
2020-04-23,Brussels,Brussels,70-79,F,4
2020-04-23,Brussels,Brussels,80-89,M,11
2020-04-23,Brussels,Brussels,80-89,F,23
2020-04-23,Brussels,Brussels,90+,M,1
2020-04-23,Brussels,Brussels,90+,F,12
2020-04-23,Hainaut,Wallonia,0-9,M,1
2020-04-23,Hainaut,Wallonia,20-29,M,1
2020-04-23,Hainaut,Wallonia,20-29,F,5
2020-04-23,Hainaut,Wallonia,30-39,M,2
2020-04-23,Hainaut,Wallonia,30-39,F,2
2020-04-23,Hainaut,Wallonia,40-49,M,3
2020-04-23,Hainaut,Wallonia,40-49,F,5
2020-04-23,Hainaut,Wallonia,50-59,M,4
2020-04-23,Hainaut,Wallonia,50-59,F,10
2020-04-23,Hainaut,Wallonia,60-69,M,4
2020-04-23,Hainaut,Wallonia,60-69,F,13
2020-04-23,Hainaut,Wallonia,70-79,M,8
2020-04-23,Hainaut,Wallonia,70-79,F,8
2020-04-23,Hainaut,Wallonia,80-89,M,17
2020-04-23,Hainaut,Wallonia,80-89,F,36
2020-04-23,Hainaut,Wallonia,90+,M,10
2020-04-23,Hainaut,Wallonia,90+,F,28
2020-04-23,Hainaut,Wallonia,,F,1
2020-04-23,Liège,Wallonia,10-19,M,1
2020-04-23,Liège,Wallonia,10-19,F,2
2020-04-23,Liège,Wallonia,20-29,M,4
2020-04-23,Liège,Wallonia,20-29,F,16
2020-04-23,Liège,Wallonia,30-39,M,3
2020-04-23,Liège,Wallonia,30-39,F,7
2020-04-23,Liège,Wallonia,40-49,M,4
2020-04-23,Liège,Wallonia,40-49,F,10
2020-04-23,Liège,Wallonia,50-59,M,4
2020-04-23,Liège,Wallonia,50-59,F,15
2020-04-23,Liège,Wallonia,60-69,M,9
2020-04-23,Liège,Wallonia,60-69,F,7
2020-04-23,Liège,Wallonia,70-79,M,13
2020-04-23,Liège,Wallonia,70-79,F,11
2020-04-23,Liège,Wallonia,80-89,M,16
2020-04-23,Liège,Wallonia,80-89,F,45
2020-04-23,Liège,Wallonia,90+,M,7
2020-04-23,Liège,Wallonia,90+,F,38
2020-04-23,Liège,Wallonia,,M,1
2020-04-23,Limburg,Flanders,20-29,M,2
2020-04-23,Limburg,Flanders,20-29,F,6
2020-04-23,Limburg,Flanders,30-39,M,2
2020-04-23,Limburg,Flanders,30-39,F,5
2020-04-23,Limburg,Flanders,40-49,M,2
2020-04-23,Limburg,Flanders,40-49,F,3
2020-04-23,Limburg,Flanders,50-59,M,3
2020-04-23,Limburg,Flanders,50-59,F,4
2020-04-23,Limburg,Flanders,60-69,M,3
2020-04-23,Limburg,Flanders,60-69,F,2
2020-04-23,Limburg,Flanders,70-79,M,2
2020-04-23,Limburg,Flanders,70-79,F,2
2020-04-23,Limburg,Flanders,80-89,M,8
2020-04-23,Limburg,Flanders,80-89,F,16
2020-04-23,Limburg,Flanders,90+,M,2
2020-04-23,Limburg,Flanders,90+,F,2
2020-04-23,Luxembourg,Wallonia,20-29,F,1
2020-04-23,Luxembourg,Wallonia,30-39,F,1
2020-04-23,Luxembourg,Wallonia,60-69,M,1
2020-04-23,Luxembourg,Wallonia,60-69,F,1
2020-04-23,Luxembourg,Wallonia,70-79,M,1
2020-04-23,Luxembourg,Wallonia,70-79,F,1
2020-04-23,Luxembourg,Wallonia,80-89,M,1
2020-04-23,Luxembourg,Wallonia,80-89,F,2
2020-04-23,Luxembourg,Wallonia,90+,F,7
2020-04-23,Namur,Wallonia,20-29,F,1
2020-04-23,Namur,Wallonia,30-39,F,2
2020-04-23,Namur,Wallonia,40-49,F,2
2020-04-23,Namur,Wallonia,50-59,F,2
2020-04-23,Namur,Wallonia,60-69,M,1
2020-04-23,Namur,Wallonia,60-69,F,2
2020-04-23,Namur,Wallonia,70-79,M,1
2020-04-23,Namur,Wallonia,70-79,F,2
2020-04-23,Namur,Wallonia,80-89,F,6
2020-04-23,Namur,Wallonia,90+,M,2
2020-04-23,Namur,Wallonia,90+,F,4
2020-04-23,OostVlaanderen,Flanders,0-9,F,1
2020-04-23,OostVlaanderen,Flanders,20-29,M,2
2020-04-23,OostVlaanderen,Flanders,20-29,F,10
2020-04-23,OostVlaanderen,Flanders,30-39,M,2
2020-04-23,OostVlaanderen,Flanders,30-39,F,6
2020-04-23,OostVlaanderen,Flanders,40-49,F,7
2020-04-23,OostVlaanderen,Flanders,50-59,M,2
2020-04-23,OostVlaanderen,Flanders,50-59,F,9
2020-04-23,OostVlaanderen,Flanders,60-69,M,2
2020-04-23,OostVlaanderen,Flanders,60-69,F,2
2020-04-23,OostVlaanderen,Flanders,70-79,M,2
2020-04-23,OostVlaanderen,Flanders,70-79,F,4
2020-04-23,OostVlaanderen,Flanders,80-89,M,2
2020-04-23,OostVlaanderen,Flanders,80-89,F,15
2020-04-23,OostVlaanderen,Flanders,90+,M,2
2020-04-23,OostVlaanderen,Flanders,90+,F,11
2020-04-23,VlaamsBrabant,Flanders,20-29,M,2
2020-04-23,VlaamsBrabant,Flanders,20-29,F,6
2020-04-23,VlaamsBrabant,Flanders,30-39,M,2
2020-04-23,VlaamsBrabant,Flanders,30-39,F,4
2020-04-23,VlaamsBrabant,Flanders,40-49,M,4
2020-04-23,VlaamsBrabant,Flanders,40-49,F,6
2020-04-23,VlaamsBrabant,Flanders,50-59,M,4
2020-04-23,VlaamsBrabant,Flanders,50-59,F,3
2020-04-23,VlaamsBrabant,Flanders,60-69,M,1
2020-04-23,VlaamsBrabant,Flanders,70-79,M,1
2020-04-23,VlaamsBrabant,Flanders,70-79,F,3
2020-04-23,VlaamsBrabant,Flanders,80-89,M,2
2020-04-23,VlaamsBrabant,Flanders,80-89,F,13
2020-04-23,VlaamsBrabant,Flanders,90+,M,3
2020-04-23,VlaamsBrabant,Flanders,90+,F,6
2020-04-23,VlaamsBrabant,Flanders,,F,1
2020-04-23,WestVlaanderen,Flanders,0-9,F,1
2020-04-23,WestVlaanderen,Flanders,10-19,F,1
2020-04-23,WestVlaanderen,Flanders,20-29,M,5
2020-04-23,WestVlaanderen,Flanders,20-29,F,5
2020-04-23,WestVlaanderen,Flanders,20-29,,1
2020-04-23,WestVlaanderen,Flanders,30-39,M,2
2020-04-23,WestVlaanderen,Flanders,30-39,F,4
2020-04-23,WestVlaanderen,Flanders,40-49,M,3
2020-04-23,WestVlaanderen,Flanders,40-49,F,10
2020-04-23,WestVlaanderen,Flanders,50-59,M,3
2020-04-23,WestVlaanderen,Flanders,50-59,F,9
2020-04-23,WestVlaanderen,Flanders,60-69,M,2
2020-04-23,WestVlaanderen,Flanders,60-69,F,2
2020-04-23,WestVlaanderen,Flanders,70-79,M,4
2020-04-23,WestVlaanderen,Flanders,70-79,F,10
2020-04-23,WestVlaanderen,Flanders,80-89,M,6
2020-04-23,WestVlaanderen,Flanders,80-89,F,17
2020-04-23,WestVlaanderen,Flanders,90+,M,5
2020-04-23,WestVlaanderen,Flanders,90+,F,10
2020-04-23,WestVlaanderen,Flanders,,,1
2020-04-24,,,20-29,M,1
2020-04-24,,,20-29,F,3
2020-04-24,,,30-39,M,2
2020-04-24,,,30-39,F,1
2020-04-24,,,40-49,F,2
2020-04-24,,,50-59,M,2
2020-04-24,,,50-59,,2
2020-04-24,,,60-69,M,1
2020-04-24,,,80-89,F,1
2020-04-24,,,90+,F,1
2020-04-24,,,,,1
2020-04-24,Antwerpen,Flanders,20-29,M,2
2020-04-24,Antwerpen,Flanders,20-29,F,4
2020-04-24,Antwerpen,Flanders,30-39,M,1
2020-04-24,Antwerpen,Flanders,30-39,F,7
2020-04-24,Antwerpen,Flanders,40-49,M,1
2020-04-24,Antwerpen,Flanders,40-49,F,7
2020-04-24,Antwerpen,Flanders,50-59,M,2
2020-04-24,Antwerpen,Flanders,50-59,F,7
2020-04-24,Antwerpen,Flanders,60-69,M,3
2020-04-24,Antwerpen,Flanders,60-69,F,5
2020-04-24,Antwerpen,Flanders,70-79,M,8
2020-04-24,Antwerpen,Flanders,70-79,F,3
2020-04-24,Antwerpen,Flanders,80-89,M,11
2020-04-24,Antwerpen,Flanders,80-89,F,8
2020-04-24,Antwerpen,Flanders,90+,M,3
2020-04-24,Antwerpen,Flanders,90+,F,11
2020-04-24,BrabantWallon,Wallonia,20-29,M,1
2020-04-24,BrabantWallon,Wallonia,20-29,F,1
2020-04-24,BrabantWallon,Wallonia,30-39,F,1
2020-04-24,BrabantWallon,Wallonia,50-59,F,2
2020-04-24,BrabantWallon,Wallonia,60-69,F,1
2020-04-24,BrabantWallon,Wallonia,70-79,M,3
2020-04-24,BrabantWallon,Wallonia,80-89,M,1
2020-04-24,BrabantWallon,Wallonia,80-89,F,1
2020-04-24,BrabantWallon,Wallonia,90+,M,1
2020-04-24,BrabantWallon,Wallonia,90+,F,2
2020-04-24,Brussels,Brussels,10-19,F,1
2020-04-24,Brussels,Brussels,20-29,M,3
2020-04-24,Brussels,Brussels,20-29,F,2
2020-04-24,Brussels,Brussels,30-39,M,2
2020-04-24,Brussels,Brussels,30-39,F,12
2020-04-24,Brussels,Brussels,40-49,M,2
2020-04-24,Brussels,Brussels,40-49,F,5
2020-04-24,Brussels,Brussels,50-59,M,4
2020-04-24,Brussels,Brussels,50-59,F,7
2020-04-24,Brussels,Brussels,60-69,M,2
2020-04-24,Brussels,Brussels,60-69,F,8
2020-04-24,Brussels,Brussels,70-79,M,10
2020-04-24,Brussels,Brussels,70-79,F,7
2020-04-24,Brussels,Brussels,80-89,M,20
2020-04-24,Brussels,Brussels,80-89,F,37
2020-04-24,Brussels,Brussels,90+,M,6
2020-04-24,Brussels,Brussels,90+,F,32
2020-04-24,Hainaut,Wallonia,20-29,M,4
2020-04-24,Hainaut,Wallonia,20-29,F,9
2020-04-24,Hainaut,Wallonia,30-39,M,3
2020-04-24,Hainaut,Wallonia,30-39,F,4
2020-04-24,Hainaut,Wallonia,40-49,M,1
2020-04-24,Hainaut,Wallonia,40-49,F,11
2020-04-24,Hainaut,Wallonia,50-59,M,6
2020-04-24,Hainaut,Wallonia,50-59,F,4
2020-04-24,Hainaut,Wallonia,60-69,F,2
2020-04-24,Hainaut,Wallonia,70-79,M,1
2020-04-24,Hainaut,Wallonia,70-79,F,3
2020-04-24,Hainaut,Wallonia,80-89,M,4
2020-04-24,Hainaut,Wallonia,80-89,F,9
2020-04-24,Hainaut,Wallonia,90+,M,1
2020-04-24,Hainaut,Wallonia,90+,F,8
2020-04-24,Liège,Wallonia,20-29,M,3
2020-04-24,Liège,Wallonia,20-29,F,6
2020-04-24,Liège,Wallonia,30-39,M,2
2020-04-24,Liège,Wallonia,30-39,F,3
2020-04-24,Liège,Wallonia,40-49,M,1
2020-04-24,Liège,Wallonia,40-49,F,11
2020-04-24,Liège,Wallonia,50-59,M,4
2020-04-24,Liège,Wallonia,50-59,F,6
2020-04-24,Liège,Wallonia,60-69,M,1
2020-04-24,Liège,Wallonia,60-69,F,2
2020-04-24,Liège,Wallonia,70-79,F,3
2020-04-24,Liège,Wallonia,80-89,M,5
2020-04-24,Liège,Wallonia,80-89,F,13
2020-04-24,Liège,Wallonia,90+,F,9
2020-04-24,Limburg,Flanders,10-19,M,2
2020-04-24,Limburg,Flanders,10-19,F,1
2020-04-24,Limburg,Flanders,20-29,M,4
2020-04-24,Limburg,Flanders,20-29,F,10
2020-04-24,Limburg,Flanders,30-39,M,3
2020-04-24,Limburg,Flanders,30-39,F,7
2020-04-24,Limburg,Flanders,40-49,M,4
2020-04-24,Limburg,Flanders,40-49,F,8
2020-04-24,Limburg,Flanders,50-59,F,11
2020-04-24,Limburg,Flanders,60-69,M,1
2020-04-24,Limburg,Flanders,60-69,F,7
2020-04-24,Limburg,Flanders,70-79,M,1
2020-04-24,Limburg,Flanders,70-79,F,2
2020-04-24,Limburg,Flanders,80-89,M,5
2020-04-24,Limburg,Flanders,80-89,F,8
2020-04-24,Limburg,Flanders,90+,F,2
2020-04-24,Luxembourg,Wallonia,30-39,M,1
2020-04-24,Luxembourg,Wallonia,30-39,F,1
2020-04-24,Luxembourg,Wallonia,40-49,M,1
2020-04-24,Luxembourg,Wallonia,50-59,M,1
2020-04-24,Luxembourg,Wallonia,70-79,M,1
2020-04-24,Luxembourg,Wallonia,80-89,M,1
2020-04-24,Luxembourg,Wallonia,80-89,F,1
2020-04-24,Namur,Wallonia,0-9,F,1
2020-04-24,Namur,Wallonia,10-19,F,1
2020-04-24,Namur,Wallonia,20-29,M,2
2020-04-24,Namur,Wallonia,20-29,F,2
2020-04-24,Namur,Wallonia,30-39,F,3
2020-04-24,Namur,Wallonia,40-49,M,3
2020-04-24,Namur,Wallonia,40-49,F,3
2020-04-24,Namur,Wallonia,40-49,,1
2020-04-24,Namur,Wallonia,50-59,F,2
2020-04-24,Namur,Wallonia,60-69,M,1
2020-04-24,Namur,Wallonia,60-69,F,1
2020-04-24,Namur,Wallonia,70-79,M,2
2020-04-24,Namur,Wallonia,70-79,F,4
2020-04-24,Namur,Wallonia,80-89,M,5
2020-04-24,Namur,Wallonia,80-89,F,10
2020-04-24,Namur,Wallonia,90+,M,1
2020-04-24,Namur,Wallonia,90+,F,17
2020-04-24,OostVlaanderen,Flanders,20-29,M,3
2020-04-24,OostVlaanderen,Flanders,20-29,F,4
2020-04-24,OostVlaanderen,Flanders,30-39,M,1
2020-04-24,OostVlaanderen,Flanders,30-39,F,3
2020-04-24,OostVlaanderen,Flanders,40-49,M,4
2020-04-24,OostVlaanderen,Flanders,40-49,F,11
2020-04-24,OostVlaanderen,Flanders,50-59,M,4
2020-04-24,OostVlaanderen,Flanders,50-59,F,13
2020-04-24,OostVlaanderen,Flanders,60-69,M,4
2020-04-24,OostVlaanderen,Flanders,60-69,F,3
2020-04-24,OostVlaanderen,Flanders,70-79,M,4
2020-04-24,OostVlaanderen,Flanders,70-79,F,2
2020-04-24,OostVlaanderen,Flanders,80-89,M,7
2020-04-24,OostVlaanderen,Flanders,80-89,F,13
2020-04-24,OostVlaanderen,Flanders,90+,F,5
2020-04-24,OostVlaanderen,Flanders,,M,2
2020-04-24,VlaamsBrabant,Flanders,10-19,F,1
2020-04-24,VlaamsBrabant,Flanders,20-29,M,2
2020-04-24,VlaamsBrabant,Flanders,20-29,F,5
2020-04-24,VlaamsBrabant,Flanders,30-39,F,7
2020-04-24,VlaamsBrabant,Flanders,40-49,M,2
2020-04-24,VlaamsBrabant,Flanders,40-49,F,13
2020-04-24,VlaamsBrabant,Flanders,50-59,M,5
2020-04-24,VlaamsBrabant,Flanders,50-59,F,12
2020-04-24,VlaamsBrabant,Flanders,60-69,M,2
2020-04-24,VlaamsBrabant,Flanders,60-69,F,6
2020-04-24,VlaamsBrabant,Flanders,70-79,M,3
2020-04-24,VlaamsBrabant,Flanders,70-79,F,8
2020-04-24,VlaamsBrabant,Flanders,80-89,M,8
2020-04-24,VlaamsBrabant,Flanders,80-89,F,20
2020-04-24,VlaamsBrabant,Flanders,90+,M,3
2020-04-24,VlaamsBrabant,Flanders,90+,F,8
2020-04-24,WestVlaanderen,Flanders,20-29,M,1
2020-04-24,WestVlaanderen,Flanders,20-29,F,2
2020-04-24,WestVlaanderen,Flanders,30-39,M,1
2020-04-24,WestVlaanderen,Flanders,30-39,F,7
2020-04-24,WestVlaanderen,Flanders,40-49,M,1
2020-04-24,WestVlaanderen,Flanders,40-49,F,7
2020-04-24,WestVlaanderen,Flanders,50-59,M,2
2020-04-24,WestVlaanderen,Flanders,50-59,F,3
2020-04-24,WestVlaanderen,Flanders,60-69,M,1
2020-04-24,WestVlaanderen,Flanders,60-69,F,1
2020-04-24,WestVlaanderen,Flanders,70-79,M,5
2020-04-24,WestVlaanderen,Flanders,70-79,F,1
2020-04-24,WestVlaanderen,Flanders,80-89,M,5
2020-04-24,WestVlaanderen,Flanders,80-89,F,10
2020-04-24,WestVlaanderen,Flanders,90+,M,1
2020-04-24,WestVlaanderen,Flanders,90+,F,7
2020-04-25,,,10-19,M,1
2020-04-25,,,40-49,M,1
2020-04-25,,,40-49,F,1
2020-04-25,,,50-59,M,2
2020-04-25,,,80-89,F,1
2020-04-25,,,90+,F,1
2020-04-25,Antwerpen,Flanders,0-9,M,1
2020-04-25,Antwerpen,Flanders,20-29,F,4
2020-04-25,Antwerpen,Flanders,30-39,F,3
2020-04-25,Antwerpen,Flanders,40-49,F,6
2020-04-25,Antwerpen,Flanders,60-69,M,3
2020-04-25,Antwerpen,Flanders,70-79,M,3
2020-04-25,Antwerpen,Flanders,70-79,F,2
2020-04-25,Antwerpen,Flanders,80-89,M,3
2020-04-25,Antwerpen,Flanders,80-89,F,6
2020-04-25,Antwerpen,Flanders,90+,M,1
2020-04-25,Antwerpen,Flanders,90+,F,4
2020-04-25,BrabantWallon,Wallonia,30-39,F,1
2020-04-25,BrabantWallon,Wallonia,40-49,F,3
2020-04-25,BrabantWallon,Wallonia,50-59,M,1
2020-04-25,BrabantWallon,Wallonia,50-59,F,1
2020-04-25,BrabantWallon,Wallonia,60-69,F,1
2020-04-25,BrabantWallon,Wallonia,80-89,M,3
2020-04-25,BrabantWallon,Wallonia,80-89,F,12
2020-04-25,BrabantWallon,Wallonia,90+,M,1
2020-04-25,BrabantWallon,Wallonia,90+,F,13
2020-04-25,Brussels,Brussels,20-29,F,4
2020-04-25,Brussels,Brussels,40-49,M,1
2020-04-25,Brussels,Brussels,50-59,M,1
2020-04-25,Brussels,Brussels,60-69,M,1
2020-04-25,Brussels,Brussels,60-69,F,3
2020-04-25,Brussels,Brussels,70-79,M,2
2020-04-25,Brussels,Brussels,70-79,F,4
2020-04-25,Brussels,Brussels,80-89,M,3
2020-04-25,Brussels,Brussels,80-89,F,9
2020-04-25,Brussels,Brussels,90+,F,3
2020-04-25,Brussels,Brussels,,M,1
2020-04-25,Hainaut,Wallonia,20-29,F,1
2020-04-25,Hainaut,Wallonia,30-39,M,2
2020-04-25,Hainaut,Wallonia,30-39,F,4
2020-04-25,Hainaut,Wallonia,40-49,M,2
2020-04-25,Hainaut,Wallonia,40-49,F,3
2020-04-25,Hainaut,Wallonia,50-59,M,1
2020-04-25,Hainaut,Wallonia,50-59,F,4
2020-04-25,Hainaut,Wallonia,60-69,M,2
2020-04-25,Hainaut,Wallonia,70-79,M,1
2020-04-25,Hainaut,Wallonia,70-79,F,6
2020-04-25,Hainaut,Wallonia,80-89,M,4
2020-04-25,Hainaut,Wallonia,80-89,F,8
2020-04-25,Hainaut,Wallonia,90+,M,1
2020-04-25,Hainaut,Wallonia,90+,F,4
2020-04-25,Liège,Wallonia,10-19,M,1
2020-04-25,Liège,Wallonia,10-19,F,1
2020-04-25,Liège,Wallonia,20-29,M,4
2020-04-25,Liège,Wallonia,20-29,F,11
2020-04-25,Liège,Wallonia,30-39,M,1
2020-04-25,Liège,Wallonia,30-39,F,9
2020-04-25,Liège,Wallonia,40-49,M,6
2020-04-25,Liège,Wallonia,40-49,F,11
2020-04-25,Liège,Wallonia,50-59,M,7
2020-04-25,Liège,Wallonia,50-59,F,7
2020-04-25,Liège,Wallonia,60-69,M,4
2020-04-25,Liège,Wallonia,60-69,F,2
2020-04-25,Liège,Wallonia,70-79,M,1
2020-04-25,Liège,Wallonia,70-79,F,2
2020-04-25,Liège,Wallonia,80-89,M,2
2020-04-25,Liège,Wallonia,80-89,F,14
2020-04-25,Liège,Wallonia,90+,M,1
2020-04-25,Liège,Wallonia,90+,F,6
2020-04-25,Limburg,Flanders,0-9,F,1
2020-04-25,Limburg,Flanders,20-29,M,2
2020-04-25,Limburg,Flanders,20-29,F,1
2020-04-25,Limburg,Flanders,30-39,F,3
2020-04-25,Limburg,Flanders,40-49,F,2
2020-04-25,Limburg,Flanders,50-59,M,2
2020-04-25,Limburg,Flanders,50-59,F,3
2020-04-25,Limburg,Flanders,60-69,F,1
2020-04-25,Limburg,Flanders,70-79,M,2
2020-04-25,Limburg,Flanders,80-89,M,1
2020-04-25,Limburg,Flanders,80-89,F,2
2020-04-25,Luxembourg,Wallonia,20-29,M,1
2020-04-25,Luxembourg,Wallonia,20-29,F,1
2020-04-25,Luxembourg,Wallonia,40-49,F,1
2020-04-25,Luxembourg,Wallonia,50-59,F,1
2020-04-25,Namur,Wallonia,20-29,M,1
2020-04-25,Namur,Wallonia,20-29,F,2
2020-04-25,Namur,Wallonia,30-39,F,3
2020-04-25,Namur,Wallonia,40-49,F,3
2020-04-25,Namur,Wallonia,50-59,M,1
2020-04-25,Namur,Wallonia,50-59,F,2
2020-04-25,Namur,Wallonia,70-79,M,2
2020-04-25,Namur,Wallonia,70-79,F,2
2020-04-25,Namur,Wallonia,80-89,M,6
2020-04-25,Namur,Wallonia,80-89,F,8
2020-04-25,Namur,Wallonia,90+,F,12
2020-04-25,OostVlaanderen,Flanders,0-9,F,1
2020-04-25,OostVlaanderen,Flanders,10-19,F,1
2020-04-25,OostVlaanderen,Flanders,20-29,M,1
2020-04-25,OostVlaanderen,Flanders,20-29,F,2
2020-04-25,OostVlaanderen,Flanders,30-39,F,5
2020-04-25,OostVlaanderen,Flanders,40-49,F,5
2020-04-25,OostVlaanderen,Flanders,50-59,M,2
2020-04-25,OostVlaanderen,Flanders,50-59,F,4
2020-04-25,OostVlaanderen,Flanders,60-69,M,3
2020-04-25,OostVlaanderen,Flanders,60-69,F,4
2020-04-25,OostVlaanderen,Flanders,70-79,M,2
2020-04-25,OostVlaanderen,Flanders,70-79,F,2
2020-04-25,OostVlaanderen,Flanders,80-89,M,1
2020-04-25,OostVlaanderen,Flanders,80-89,F,5
2020-04-25,OostVlaanderen,Flanders,90+,F,2
2020-04-25,VlaamsBrabant,Flanders,20-29,F,1
2020-04-25,VlaamsBrabant,Flanders,30-39,F,2
2020-04-25,VlaamsBrabant,Flanders,60-69,M,1
2020-04-25,VlaamsBrabant,Flanders,70-79,F,2
2020-04-25,VlaamsBrabant,Flanders,80-89,M,2
2020-04-25,VlaamsBrabant,Flanders,80-89,F,2
2020-04-25,VlaamsBrabant,Flanders,90+,F,8
2020-04-25,VlaamsBrabant,Flanders,,F,1
2020-04-25,WestVlaanderen,Flanders,10-19,F,1
2020-04-25,WestVlaanderen,Flanders,20-29,M,1
2020-04-25,WestVlaanderen,Flanders,20-29,F,1
2020-04-25,WestVlaanderen,Flanders,40-49,M,1
2020-04-25,WestVlaanderen,Flanders,40-49,F,1
2020-04-25,WestVlaanderen,Flanders,50-59,M,2
2020-04-25,WestVlaanderen,Flanders,50-59,F,3
2020-04-25,WestVlaanderen,Flanders,60-69,M,1
2020-04-25,WestVlaanderen,Flanders,70-79,M,1
2020-04-25,WestVlaanderen,Flanders,80-89,M,2
2020-04-25,WestVlaanderen,Flanders,80-89,F,3
2020-04-25,WestVlaanderen,Flanders,90+,M,1
2020-04-26,,,20-29,F,1
2020-04-26,,,60-69,M,1
2020-04-26,,,90+,F,1
2020-04-26,Antwerpen,Flanders,20-29,M,1
2020-04-26,Antwerpen,Flanders,20-29,F,5
2020-04-26,Antwerpen,Flanders,30-39,F,4
2020-04-26,Antwerpen,Flanders,40-49,M,2
2020-04-26,Antwerpen,Flanders,40-49,F,2
2020-04-26,Antwerpen,Flanders,50-59,M,1
2020-04-26,Antwerpen,Flanders,50-59,F,2
2020-04-26,Antwerpen,Flanders,60-69,M,4
2020-04-26,Antwerpen,Flanders,60-69,F,3
2020-04-26,Antwerpen,Flanders,70-79,M,5
2020-04-26,Antwerpen,Flanders,70-79,F,2
2020-04-26,Antwerpen,Flanders,80-89,M,2
2020-04-26,Antwerpen,Flanders,80-89,F,2
2020-04-26,Antwerpen,Flanders,90+,M,2
2020-04-26,Antwerpen,Flanders,90+,F,2
2020-04-26,BrabantWallon,Wallonia,40-49,M,1
2020-04-26,BrabantWallon,Wallonia,50-59,F,1
2020-04-26,BrabantWallon,Wallonia,60-69,M,1
2020-04-26,BrabantWallon,Wallonia,80-89,F,2
2020-04-26,BrabantWallon,Wallonia,90+,F,1
2020-04-26,Brussels,Brussels,30-39,M,1
2020-04-26,Brussels,Brussels,30-39,F,2
2020-04-26,Brussels,Brussels,40-49,F,2
2020-04-26,Brussels,Brussels,50-59,M,1
2020-04-26,Brussels,Brussels,50-59,F,2
2020-04-26,Brussels,Brussels,70-79,F,1
2020-04-26,Brussels,Brussels,80-89,M,2
2020-04-26,Brussels,Brussels,80-89,F,1
2020-04-26,Brussels,Brussels,90+,M,1
2020-04-26,Hainaut,Wallonia,0-9,F,1
2020-04-26,Hainaut,Wallonia,20-29,F,1
2020-04-26,Hainaut,Wallonia,30-39,M,1
2020-04-26,Hainaut,Wallonia,30-39,F,5
2020-04-26,Hainaut,Wallonia,40-49,M,2
2020-04-26,Hainaut,Wallonia,40-49,F,4
2020-04-26,Hainaut,Wallonia,50-59,M,2
2020-04-26,Hainaut,Wallonia,50-59,F,5
2020-04-26,Hainaut,Wallonia,60-69,M,1
2020-04-26,Hainaut,Wallonia,60-69,F,2
2020-04-26,Hainaut,Wallonia,70-79,M,1
2020-04-26,Hainaut,Wallonia,70-79,F,2
2020-04-26,Hainaut,Wallonia,80-89,M,1
2020-04-26,Hainaut,Wallonia,80-89,F,3
2020-04-26,Hainaut,Wallonia,90+,M,1
2020-04-26,Hainaut,Wallonia,90+,F,5
2020-04-26,Liège,Wallonia,20-29,F,1
2020-04-26,Liège,Wallonia,30-39,F,2
2020-04-26,Liège,Wallonia,40-49,M,4
2020-04-26,Liège,Wallonia,40-49,F,2
2020-04-26,Liège,Wallonia,50-59,M,1
2020-04-26,Liège,Wallonia,50-59,F,1
2020-04-26,Liège,Wallonia,60-69,M,1
2020-04-26,Liège,Wallonia,80-89,M,1
2020-04-26,Liège,Wallonia,80-89,F,5
2020-04-26,Liège,Wallonia,90+,M,1
2020-04-26,Liège,Wallonia,90+,F,1
2020-04-26,Limburg,Flanders,0-9,M,1
2020-04-26,Limburg,Flanders,20-29,F,4
2020-04-26,Limburg,Flanders,30-39,F,2
2020-04-26,Limburg,Flanders,40-49,F,5
2020-04-26,Limburg,Flanders,50-59,M,1
2020-04-26,Limburg,Flanders,50-59,F,4
2020-04-26,Limburg,Flanders,60-69,M,2
2020-04-26,Limburg,Flanders,70-79,M,1
2020-04-26,Limburg,Flanders,70-79,F,2
2020-04-26,Limburg,Flanders,80-89,M,1
2020-04-26,Luxembourg,Wallonia,80-89,F,1
2020-04-26,Luxembourg,Wallonia,90+,F,1
2020-04-26,Namur,Wallonia,0-9,M,1
2020-04-26,Namur,Wallonia,20-29,F,2
2020-04-26,Namur,Wallonia,30-39,F,1
2020-04-26,Namur,Wallonia,40-49,M,1
2020-04-26,Namur,Wallonia,40-49,F,1
2020-04-26,Namur,Wallonia,50-59,M,1
2020-04-26,Namur,Wallonia,80-89,M,1
2020-04-26,Namur,Wallonia,80-89,F,2
2020-04-26,Namur,Wallonia,90+,F,1
2020-04-26,OostVlaanderen,Flanders,0-9,M,1
2020-04-26,OostVlaanderen,Flanders,30-39,F,1
2020-04-26,OostVlaanderen,Flanders,40-49,F,2
2020-04-26,OostVlaanderen,Flanders,50-59,M,1
2020-04-26,OostVlaanderen,Flanders,50-59,F,3
